"DOI","year","title","citCounts"
"2673","10.1198/jasa.2009.tm08697",2010,"Alternative goodness-of-fit tests for linear models",0
"2674","10.1198/jasa.2009.tm09372",2010,"Dimension reduction and semiparametric estimation of survival models",0
"2675","10.1198/jasa.2009.tm08313",2010,"A family of distributions on the circle with links to, and applications arising from, {M}\\"obius transformation",0
"2676","10.1198/jasa.2009.tm08744",2010,"The dependent wild bootstrap",0
"2677","10.1198/jasa.2009.tm08506",2010,"Highly efficient aggregate unbiased estimating functions approach for correlated data with missing at random",1
"2678","10.1198/jasa.2009.tm08485",2010,"Semiparametric mean-covariance regression analysis for longitudinal data",2
"2679","10.1198/jasa.2009.tm08326",2010,"Approximate methods for state-space models",0
"2680","10.1198/jasa.2009.ap08443",2010,"A {B}ayesian analysis of body mass index data from small domains under nonignorable nonresponse and selection",0
"2681","10.1198/jasa.2011.tm10383",2011,"Building consistent regression trees from complex sample data",0
"2682","10.1198/jasa.2011.tm10576",2011,"Nonparametric tests for homogeneity based on non-bipartite matching",0
"2683","10.1198/jasa.2011.tm11181",2011,"Tweedie's formula and selection bias",0
"2684","10.1198/jasa.2011.tm10483",2011,"A framework for assessing broad sense agreement between ordinal and continuous measurements",0
"2685","10.1198/jasa.2011.tm10265",2011,"Identifiability and estimation of causal effects by principal stratification with outcomes truncated by death",0
"2686","10.1198/jasa.2011.tm11199",2011,"A direct estimation approach to sparse linear discriminant analysis",0
"2687","10.1198/jasa.2011.tm10003",2011,"Coupling optional {P}\'olya trees and the two sample problem",0
"2688","10.1198/jasa.2011.tm11015",2011,"Large-scale correlation screening",0
"2689","10.1198/jasa.2011.tm10552",2011,"Bayesian kernel mixtures for counts",0
"2690","10.1198/jasa.2011.tm09771",2011,"Forecasting time series with complex seasonal patterns using exponential smoothing",0
"2691","10.1198/jasa.2011.tm10012",2011,"Predictive inference for integrated volatility",0
"2692","10.1198/jasa.2011.tm09294",2011,"Semiparametric stochastic modeling of the rate function in longitudinal studies",0
"2693","10.1198/jasa.2011.tm10670",2011,"A new nuisance-parameter elimination method with application to the unordered homologous chromosome pairs problem",0
"2694","10.1198/jasa.2011.tm10563",2011,"Model-free feature screening for ultrahigh-dimensional data",0
"2695","10.1198/jasa.2011.tm10616",2011,"Dynamic orthogonal components for multivariate time series",0
"2696","10.1198/jasa.2011.tm10156",2011,"Maximum likelihood estimations and {EM} algorithms with length-biased data",0
"2697","10.1198/jasa.2011.tm10465",2011,"Bayesian inference for general {G}aussian graphical models with application to multivariate lattice data",0
"2698","10.1198/jasa.2011.tm10470",2011,"Semiparametric approach to a random effects quantile regression model",1
"2699","10.1198/jasa.2011.tm10322",2011,"Order-restricted inference for multivariate binary data with application to toxicology",0
"2700","10.1198/jasa.2011.tm09241",2011,"Elastic net regression modeling with the orthant normal prior",0
"2701","10.1198/jasa.2011.tm10382",2011,"A perturbation method for inference on regularized regression estimates",0
"2702","10.1198/jasa.2011.tm10747",2011,"Instability, sensitivity, and degeneracy of discrete exponential families",0
"2703","10.1198/jasa.2011.ap10599",2011,"A regularized {H}otelling's {$T^2$} test for pathway analysis in proteomic studies",0
"2704","10.1198/jasa.2011.ap10425",2011,"A {B}ayesian semiparametric approach to intermediate variables in causal inference",0
"2705","10.1198/jasa.2011.ap10346",2011,"Multi-domain sampling with applications to structural inference of {B}ayesian networks",0
"2706","10.1198/jasa.2011.ap10017",2011,"Rasch model and its extensions for analysis of aphasic deficits in syntactic comprehension",0
"2707","10.1198/jasa.2011.ap10433",2011,"Geostatistical model averaging for locally calibrated probabilistic quantitative precipitation forecasting",0
"2708","10.1198/jasa.2011.ap09283",2011,"Semiparametric {B}ayesian modeling of income volatility heterogeneity",0
"2709","10.1198/jasa.2011.ap10611",2011,"Predicting viral infection from high-dimensional biomarker trajectories",0
"2710","10.1198/jasa.2011.ap10194",2011,"High-dimensional {ODE}s coupled with mixed-effects modeling techniques for dynamic gene regulatory network identification",0
"2711","10.1198/jasa.2011.ap10243",2011,"A likelihood ratio test based method for signal detection with application to {FDA}'s drug safety data",0
"2712","10.1198/jasa.2011.ap11592",2011,"Statistics: an all-encompassing discipline",0
"2713","10.1198/jasa.2011.tm10488",2011,"Predicting false discovery proportion under dependence",0
"2714","10.1198/jasa.2011.tm10573",2011,"Fusion-refinement procedure for dimension reduction with missing response at random",0
"2715","10.1198/jasa.2011.tm10798",2011,"Density estimation in several populations with uncertain population membership",0
"2716","10.1198/jasa.2011.tm10370",2011,"Robust, adaptive functional regression in functional mixed model framework",0
"2717","10.1198/jasa.2011.tm09693",2011,"G{LS} estimation of dynamic factor models",0
"2718","10.1198/jasa.2011.tm10229",2011,"Multi-layer designs for computer experiments",0
"2719","10.1198/jasa.2011.tm09738",2011,"{\it {S}parse{N}et}: coordinate descent with nonconvex penalties",1
"2720","10.1198/jasa.2011.tm10811",2011,"A measure of stationarity in locally stationary processes with applications to testing",0
"2721","10.1198/jasa.2011.tm10281",2011,"Linear or nonlinear? {A}utomatic structure discovery for partially linear models",0
"2722","10.1198/jasa.2011.tm10506",2011,"Summarizing insurance scores using a {G}ini index",0
"2723","10.1198/jasa.2011.tm10183",2011,"Hierarchical clustering with prototypes via minimax linkage",0
"2724","10.1198/jasa.2011.tm10067",2011,"Permutation multiple tests of binary features do not uniformly control error rates",0
"2725","10.1198/jasa.2011.tm09478",2011,"Optimal weight choice for frequentist model average estimators",0
"2726","10.1198/jasa.2011.tm10518",2011,"Rao-{B}lackwellization for {B}ayesian variable selection and model averaging in linear and binary regression: a novel data augmentation approach",0
"2727","10.1198/jasa.2011.tm10276",2011,"Large volatility matrix inference via combining low-frequency and high-frequency approaches",2
"2728","10.1198/jasa.2011.tm10332",2011,"Independent component analysis involving autocorrelated sources with an application to functional magnetic resonance imaging",0
"2729","10.1198/jasa.2011.tm10294",2011,"Correcting for population stratification in genomewide association studies",0
"2730","10.1198/jasa.2011.tm09737",2011,"Posterior probability of discovery and expected rate of discovery for multiple hypothesis testing and high throughput assays",0
"2731","10.1198/jasa.2011.tm09680",2011,"Bayesian inference for the spatial random effects model",0
"2732","10.1198/jasa.2011.tm10301",2011,"Variational {B}ayesian inference for parametric and nonparametric regression with missing data",0
"2733","10.1198/jasa.2011.tm10226",2011,"An asymptotically pivotal transform of the residuals sample autocorrelations with application to model checking",0
"2734","10.1198/jasa.2010.tm10053",2011,"Adaptive confidence intervals for the test error in classification",0
"2735","10.1198/jasa.2011.ap09706",2011,"A statistical framework for the analysis of {C}h{IP}-{S}eq data",0
"2736","10.1198/jasa.2011.ap10217",2011,"Distinct counting with a self-learning bitmap",0
"2737","10.1198/jasa.2011.ap10111",2011,"Functional principal component analysis of density families with categorical and continuous data on {C}anadian entrant manufacturing firms",0
"2738","10.1198/jasa.2011.ap10657",2011,"Fast and accurate approximation to significance tests in genome-wide association studies",0
"2739","10.1198/jasa.2011.ap08689",2011,"Analysis of long period variable stars with nonparametric tests for trend detection",0
"2740","10.1198/jasa.2011.ap09476",2011,"Robust {EM} continual reassessment method in oncology dose finding",0
"2741","10.1198/jasa.2011.ap10058",2011,"Nonparametric {B}ayes stochastically ordered latent class models",0
"2742","10.1198/jasa.2011.ap10089",2011,"Population value decomposition, a framework for the analysis of image populations",0
"2743","10.1198/jasa.2011.ap09508",2011,"Global warming and local dimming: the statistical evidence",0
"2744","10.1198/jasa.2011.ap09094",2011,"Modeling partial compliance through copulas in a principal stratification framework",1
"2745","10.1198/jasa.2011.ap10323",2011,"Malaria in {N}orthwest {I}ndia: data analysis via partially observed stochastic differential equation models driven by {L}\'evy noise",0
"2746","10.1198/jasa.2011.ap09732",2011,"Predictive macro-finance with dynamic partition models",0
"2747","10.1198/jasa.2011.ap10108",2011,"Self-controlled case series analysis with event-dependent observation periods",0
"2748","10.1198/jasa.2011.ap10415",2011,"Multivariate regression analysis for the item count technique",0
"2749","10.1198/jasa.2011.ap09392",2011,"An approach to the estimation of chronic air pollution effects using spatio-temporal information",0
"2750","10.1198/jasa.2011.ap09764",2011,"Estimating the term structure with a semiparametric {B}ayesian hierarchical model: an application to corporate bonds",0
"2751","10.1198/jasa.2011.r10138",2011,"Making and evaluating point forecasts",1
"2752","10.1198/jasa.2011.tm10221",2011,"Best predictive small area estimation",0
"2753","10.1198/jasa.2011.tm09654",2011,"An outlier-robust fit for generalized additive models with applications to disease outbreak detection",0
"2754","10.1198/jasa.2011.tm08687",2011,"Do-validation for kernel density estimation",0
"2755","10.1198/jasa.2011.tm10520",2011,"Nonparametric regression analysis for group testing data",0
"2756","10.1198/jasa.2011.tm10390",2011,"Outlier detection using nonconvex penalized regression",0
"2757","10.1198/jasa.2011.tm10159",2011,"Bootstrapping lasso estimators",1
"2758","10.1198/jasa.2011.tm10155",2011,"A constrained {$\ell_1$} minimization approach to sparse precision matrix estimation",1
"2759","10.1198/jasa.2011.tm10356",2011,"Randomization-based inference within principal strata",0
"2760","10.1198/jasa.2011.tm09807",2011,"Nonparametric evaluation of biomarker accuracy under nested case-control studies",0
"2761","10.1198/jasa.2011.tm10021",2011,"Estimating the jump activity index under noisy observations using high-frequency data",0
"2762","10.1198/jasa.2011.tm09779",2011,"Nonparametric independence screening in sparse ultra-high-dimensional additive models",1
"2763","10.1198/jasa.2011.tm09767",2011,"A direct bootstrap method for complex sampling designs from a finite population",0
"2764","10.1198/jasa.2011.tm08601",2011,"Inference for quantitation parameters in polymerase chain reactions via branching processes with random effects",0
"2765","10.1198/jasa.2011.ap10604",2011,"Using split samples and evidence factors in an observational study of neonatal outcomes",0
"2766","10.1198/jasa.2011.ap09272",2011,"Identifying risk factors for severe childhood malnutrition by boosting additive quantile regression",0
"2767","10.1198/jasa.2011.ap10291",2011,"Cocaine dependence treatment data: methods for measurement error problems with predictors derived from stationary stochastic processes",0
"2768","10.1198/jasa.2011.tm09748",2011,"Robust and efficient one-way {MANOVA} tests",0
"2769","10.1198/jasa.2011.tm10107",2011,"The degrees of freedom of partial least squares regression",0
"2770","10.1198/jasa.2011.tm10592",2011,"A semiparametric threshold model for censored longitudinal data analysis",0
"2771","10.1198/jasa.2011.tm10560",2011,"Adaptive thresholding for sparse covariance matrix estimation",2
"2772","10.1198/jasa.2011.tm09774",2011,"Projection estimators for generalized linear models",0
"2773","10.1198/jasa.2011.ap10508",2011,"Statistics: a key to innovation in a data-centric world!",0
"2774","10.1198/jasa.2011.tm10036",2011,"Model selection by testing for the presence of small-area effects, and application to area-level data",0
"2775","10.1198/jasa.2011.tm09599",2011,"Multivariate matching methods that are monotonic imbalance bounding",0
"2776","10.1198/jasa.2011.tm09784",2011,"Small sample {$LD50$} confidence intervals using saddlepoint approximations",0
"2777","10.1198/jasa.2011.tm09803",2011,"Confidence distributions and a unifying framework for meta-analysis",0
"2778","10.1198/jasa.2011.tm09506",2011,"Nonparametric regression with predictors missing at random",0
"2779","10.1198/jasa.2011.tm10098",2011,"E{EB}oost: a general method for prediction and variable selection based on estimating equations",0
"2780","10.1198/jasa.2011.tm10422",2011,"Some approximate evidence factors in observational studies",1
"2781","10.1198/jasa.2011.tm10314",2011,"Stringing high-dimensional data for functional analysis",0
"2782","10.1198/jasa.2011.tm10284",2011,"Tests for high-dimensional regression coefficients with factorial designs",0
"2783","10.1198/jasa.2011.tm09316",2011,"On propagated scoring for semisupervised additive models",0
"2784","10.1198/jasa.2011.tm10113",2011,"V{IF} regression: a fast regression algorithm for large data",0
"2785","10.1198/jasa.2011.tm09800",2011,"Testing for threshold effects in regression models",0
"2786","10.1198/jasa.2011.tm10337",2011,"Adaptive probability-based {L}atin hypercube designs",0
"2787","10.1198/jasa.2011.tm09650",2011,"Fast robust model selection in large datasets",0
"2788","10.1198/jasa.2011.tm10355",2011,"Testing and estimating shape-constrained nonparametric density and regression in the presence of measurement error",0
"2789","10.1198/jasa.2011.tm08250",2011,"Inverse regression estimation for censored data",0
"2790","10.1198/jasa.2011.tm10319",2011,"Hard or soft classification? {L}arge-margin unified machines",0
"2791","10.1198/jasa.2011.tm10104",2011,"A semiparametric estimation of mean functionals with nonignorable missing data",0
"2792","10.1198/jasa.2011.tm10031",2011,"Saddlepoint test in measurement error models",0
"2793","10.1198/jasa.2011.ap09475",2011,"Improved inference for respondent-driven sampling data with application to {HIV} prevalence estimation",0
"2794","10.1198/jasa.2011.ap09735",2011,"Meta analysis of functional neuroimaging data via {B}ayesian spatial point processes",0
"2795","10.1198/jasa.2011.ap09769",2011,"Dynamic trees for learning and design",0
"2796","10.1198/jasa.2011.ap09546",2011,"Self-exciting point process modeling of crime",0
"2797","10.1198/jasa.2011.ap10023",2011,"Changepoints in the {N}orth {A}tlantic tropical cyclone record",0
"2798","10.1198/jasa.2011.ap09587",2011,"Multiple testing for pattern identification, with applications to microarray time-course experiments",0
"2799","10.1198/jasa.2010.ap09504",2011,"Modeling three-dimensional chromosome structures using gene expression data",0
"2800","10.1198/jasa.2010.ap09545",2011,"Online model-based clustering for crisis identification in distributed computing",0
"2801","10.1198/jasa.2011.ap09653",2011,"A hierarchical model for quantifying forest variables over large heterogeneous landscapes with uncertain forest areas",0
"2802","10.1198/jasa.2010.ap09318",2011,"Statistical estimation of word acquisition with application to readability prediction",0
"2803","10.1198/jasa.2010.ap09237",2011,"Bayesian spatial quantile regression",1
"2804","10.1080/01621459.2012.656041",2012,"Vast volatility matrix estimation using high-frequency data for portfolio selection",0
"2805","10.1080/01621459.2012.656035",2012,"Optimal designs for rational function regression",0
"2806","10.1080/01621459.2011.644132",2012,"Sliced {L}atin hypercube designs",0
"2807","10.1080/01621459.2011.646935",2012,"Bootstrapping for significance of compact clusters in multidimensional datasets",0
"2808","10.1080/01621459.2011.646934",2012,"Simplex factor models for multivariate unordered categorical data",0
"2809","10.1080/01621459.2011.646916",2012,"On fractile transformation of covariates in regression",0
"2810","10.1080/01621459.2011.644141",2012,"Interim design modifications in time-to-event studies",0
"2811","10.1080/01621459.2011.637468",2012,"Recursively imputed survival trees",0
"2812","10.1080/01621459.2012.656021",2012,"Estimating regression parameters in an extended proportional odds model",0
"2813","10.1080/01621459.2012.656011",2012,"A {H}eckman selection-{$t$} model",0
"2814","10.1080/01621459.2011.644501",2012,"Estimation of copula models with discrete margins via {B}ayesian data augmentation",0
"2815","10.1080/01621459.2011.646919",2012,"Modeling nonstationary processes through dimension expansion",0
"2816","10.1080/01621459.2011.646928",2012,"Estimating space and space-time covariance functions for large data sets: a weighted composite likelihood approach",0
"2817","10.1080/01621459.2011.640592",2012,"One-sided and two-sided tolerance intervals in general mixed and random effects models using small-sample asymptotics",0
"2818","10.1080/01621459.2012.656009",2012,"Semiparametric double balancing score estimation for incomplete data with ignorable missingness",0
"2819","10.1080/01621459.2011.646929",2012,"Block bootstraps for time series with fixed regressors",0
"2820","10.1080/01621459.2011.645783",2012,"Likelihood-based selection and sharp parameter estimation",0
"2821","10.1080/01621459.2012.656014",2012,"Quantile regression for analyzing heterogeneity in ultra-high dimension",0
"2822","10.1080/01621459.2011.645785",2012,"Information ratio test for model misspecification in quasi-likelihood inference",0
"2823","10.1080/01621459.2011.643198",2012,"Multiple imputation for {$M$}-regression with censored covariates",0
"2824","10.1080/01621459.2011.643197",2012,"A valid {M}at\'ern class of cross-covariance functions for multivariate random fields with any number of components",0
"2825","10.1080/01621459.2011.646925",2012,"A semiparametric approach to dimension reduction",0
"2826","10.1080/01621459.2011.644498",2012,"Sparse estimation of conditional graphical models with application to gene networks",0
"2827","10.1080/01621459.2011.645777",2012,"Cross-dimensional inference of dependent high-dimensional data",0
"2828","10.1198/jasa.2011.ap10446",2012,"Bias-corrected hierarchical {B}ayesian classification with a selected subset of high-dimensional features",0
"2829","10.1198/jasa.2011.ap09529",2012,"M{RI} tissue classification using high-resolution {B}ayesian hidden {M}arkov normal mixture models",0
"2830","10.1080/01621459.2011.644496",2012,"Bayesian estimation and prediction for inhomogeneous spatiotemporal log-{G}aussian {C}ox processes using low-rank models, with application to criminal surveillance",0
"2831","10.1080/01621459.2011.643747",2012,"Bayesian inference for dynamic treatment regimes: mobility, equity, and efficiency in student tracking",0
"2832","10.1080/01621459.2011.643745",2012,"Using conditional kernel density estimation for wind power density forecasting",0
"2833","10.1080/01621459.2011.643743",2012,"Partially hidden {M}arkov model for time-varying principal stratification in {HIV} prevention trials",0
"2834","10.1080/01621459.2011.643739",2012,"Adjustment for missing confounders using external validation data and propensity scores",0
"2835","10.1080/01621459.2011.643732",2012,"Modeling waves of extreme temperature: the changing tails of four cities",0
"2836","10.1080/01621459.2011.643710",2012,"Intrinsic regression models for medial representation of subcortical structures",0
"2837","10.1080/01621459.2011.643707",2012,"Nonparametric covariate-adjusted association tests based on the generalized {K}endall's tau",0
"2838","10.1111/j.1467-9868.2012.01029.x",2012,"A road to classification in high dimensional space: the regularized optimal affine discriminant",0
"2839","10.1111/j.1467-9868.2011.01027.x",2012,"Inference with transposable data: modelling the effects of row and column correlations",0
"2840","10.1111/j.1467-9868.2011.01022.x",2012,"Local polynomial regression for symmetric positive definite matrices",0
"2841","10.1111/j.1467-9868.2011.01021.x",2012,"The relative frailty variance and shared frailty models",0
"2842","10.1111/j.1467-9868.2011.01020.x",2012,"Probabilistic index models",0
"2843","10.1111/j.1467-9868.2011.01023.x",2012,"High dimensional variable selection via tilting",0
"2844","10.1111/j.1467-9868.2011.01018.x",2012,"The phylogenetic {K}antorovich-{R}ubinstein metric for environmental sequence samples",0
"2845","10.1111/j.1467-9868.2011.01017.x",2012,"Likelihood-based procedures for threshold diagnostics and uncertainty in extreme value modelling",0
"2846","10.1111/j.1467-9868.2011.01016.x",2012,"Adjusted {B}ayesian inference for selected parameters",0
"2847","10.1111/j.1467-9868.2011.01024.x",2012,"Learning out of leaders",0
"2848","10.1111/j.1467-9868.2011.01010.x",2012,"Constructing summary statistics for approximate {B}ayesian computation: semi-automatic approximate {B}ayesian computation",0
"2849","10.1111/j.1467-9868.2011.01025.x",2012,"Catching up faster by switching sooner: a predictive approach to adaptive estimation with an application to the {AIC}-{BIC} dilemma",0
"2850","10.1111/j.1467-9868.2011.01014.x",2012,"Fast subset scan for spatial pattern detection",0
"2851","10.1111/j.1467-9868.2011.01013.x",2012,"The dynamic `expectation-conditional maximization either' algorithm",0
"2852","10.1111/j.1467-9868.2011.01015.x",2012,"Local shrinkage rules, {L}\'evy processes and regularized regression",0
"2853","10.1111/j.1467-9868.2011.01003.x",2012,"Achieving near perfect classification for functional data",1
"2854","10.1111/j.1467-9868.2011.01004.x",2012,"Strong rules for discarding predictors in lasso-type problems",0
"2855","10.1111/j.1467-9868.2011.01011.x",2012,"Semiparametric tests for sufficient cause interaction",1
"2856","10.1111/j.1467-9868.2011.01002.x",2012,"Reduced rank stochastic regression with a sparse singular value decomposition",0
"2857","10.1111/j.1467-9868.2011.01012.x",2012,"Cumulative incidence association models for bivariate competing risks data",0
"2858","10.1111/j.1467-9868.2011.01001.x",2012,"Adaptive and dynamic adaptive procedures for false discovery rate control and estimation",0
"2859","10.1111/j.1467-9868.2011.01000.x",2012,"Control variates for estimation based on reversible {M}arkov chain {M}onte {C}arlo samplers",0
"2860","10.1111/j.1467-9868.2011.01007.x",2012,"A full scale approximation of covariance functions for large spatial data sets",0
"2861","10.1111/j.1467-9868.2011.01006.x",2012,"Hybrid confidence regions based on data depth",0
"2862","10.1111/j.1467-9868.2011.01008.x",2012,"Conditional quantile analysis when covariates are functions, with application to growth data",0
"2863","10.1111/j.1467-9868.2011.01005.x",2012,"Variance estimation using refitted cross-validation in ultrahigh dimensional regression",0
"2864","10.1111/j.1467-9868.2011.01009.x",2012,"New consistent and asymptotically normal parameter estimates for random-graph mixture models",0
"2865","10.1111/j.1467-9868.2011.00775.x",2011,"Data-driven density estimation in the presence of additive noise with unknown distribution",0
"2866","10.1111/j.1467-9868.2011.00776.x",2011,"Bayesian smoothing of photon-limited images with applications in astronomy",0
"2867","10.1111/j.1467-9868.2010.00767.x",2011,"Multiscale adaptive regression models for neuroimaging data",0
"2868","10.1111/j.1467-9868.2010.00768.x",2011,"Adaptive inference for the mean of a {G}aussian process in functional data",0
"2869","10.1111/j.1467-9868.2011.00773.x",2011,"Thick pen transformation for time series",0
"2870","10.1111/j.1467-9868.2011.00777.x",2011,"An explicit link between {G}aussian fields and {G}aussian {M}arkov random fields: the stochastic partial differential equation approach",1
"2871","10.1111/j.1467-9868.2011.00782.x",2011,"Estimation of direct effects for survival data by using the {A}alen additive hazards model",0
"2872","10.1111/j.1467-9868.2011.00783.x",2011,"Penalized classification using {F}isher's linear discriminant",1
"2873","10.1111/j.1467-9868.2011.00780.x",2011,"Augmented designs to assess principal strata direct effects",0
"2874","10.1111/j.1467-9868.2011.00779.x",2011,"Banded regularization of autocovariance matrices in application to parameter estimation and forecasting of time series",0
"2875","10.1111/j.1467-9868.2011.00781.x",2011,"Asymptotic behaviour of the posterior distribution in overfitted mixture models",0
"2876","10.1111/j.1467-9868.2011.00774.x",2011,"Dynamic multiscale spatiotemporal models for {G}aussian areal data",0
"2877","10.1111/j.1467-9868.2011.00778.x",2011,"Optimal detection of heterogeneous and heteroscedastic mixtures",0
"2878","10.1111/j.1467-9868.2011.00772.x",2011,"Self-consistent method for density estimation",0
"2879","10.1111/j.1467-9868.2010.00770.x",2011,"Non-parametric {B}ayesian inference on bivariate extremes",0
"2880","10.1111/j.1467-9868.2010.00766.x",2011,"Regression for compositional data by using distributions defined on the hypersphere",0
"2881","10.1111/j.1467-9868.2010.00764.x",2011,"Penalized composite quasi-likelihood for ultrahigh dimensional variable selection",0
"2882","10.1111/j.1467-9868.2010.00769.x",2011,"Functional singular component analysis",0
"2883","10.1111/j.1467-9868.2010.00761.x",2011,"Robustness and accuracy of methods for high dimensional data analysis based on {S}tudent's {$t$}-statistic",0
"2884","10.1111/j.1467-9868.2011.00771.x",2011,"Regression shrinkage and selection via the lasso: a retrospective",0
"2885","10.1111/j.1467-9868.2010.00762.x",2011,"Efficient probabilistic forecasts for counts",0
"2886","10.1111/j.1467-9868.2010.00757.x",2011,"A geometric characterization of optimal designs for regression models with correlated observations",0
"2887","10.1111/j.1467-9868.2010.00763.x",2011,"Robustness of design in dose-response studies",0
"2888","10.1111/j.1467-9868.2010.00765.x",2011,"Riemann manifold {L}angevin and {H}amiltonian {M}onte {C}arlo methods",0
"2889","10.1111/j.1467-9868.2010.00758.x",2011,"Modelling non-homogeneous {P}oisson processes with almost periodic intensity functions",0
"2890","10.1111/j.1467-9868.2010.00751.x",2011,"Local and omnibus goodness-of-fit tests in classical measurement error models",0
"2891","10.1111/j.1467-9868.2010.00759.x",2011,"Inference on the primary parameter of interest with the aid of dimension reduction estimation",0
"2892","10.1111/j.1467-9868.2010.00756.x",2011,"Bayesian non-parametric hidden {M}arkov models with applications in genomics",4
"2893","10.1111/j.1467-9868.2010.00749.x",2011,"Fast stable restricted maximum likelihood and marginal likelihood estimation of semiparametric generalized linear models",0
"2894","10.1111/j.1467-9868.2009.00735.x",2010,"Minimally informative prior distributions for non-parametric {B}ayesian analysis",0
"2895","10.1111/j.1467-9868.2009.00734.x",2010,"Semiparametric marginal regression analysis for dependent competing risks under an assumed copula",0
"2896","10.1111/j.1467-9868.2009.00733.x",2010,"Simultaneous estimation and reduction of nonconformity in interlaboratory studies",0
"2897","10.1111/j.1467-9868.2009.00732.x",2010,"Likelihood for statistically equivalent models",0
"2898","10.1111/j.1467-9868.2009.00731.x",2010,"Local additive estimation",0
"2899","10.1111/j.1467-9868.2009.00730.x",2010,"On the use of non-local prior densities in {B}ayesian hypothesis tests",0
"2900","10.1111/j.1467-9868.2010.00752.x",2010,"A multiresolution approach to time warping achieved by a {B}ayesian prior-posterior transfer fitting strategy",0
"2901","10.1111/j.1467-9868.2010.00748.x",2010,"A {M}arkov process for circular data",0
"2902","10.1111/j.1467-9868.2010.00750.x",2010,"Default priors for {B}ayesian and frequentist inference",0
"2903","10.1111/j.1467-9868.2010.00742.x",2010,"Non-parametric tests for right-censored data with biased sampling",0
"2904","10.1111/j.1467-9868.2010.00753.x",2010,"Maximum likelihood estimation of a multi-dimensional log-concave density",2
"2905","10.1111/j.1467-9868.2010.00747.x",2010,"Bayesian pseudo-empirical-likelihood intervals for complex surveys",0
"2906","10.1111/j.1467-9868.2010.00743.x",2010,"Simultaneous inference of linear models with time varying coefficients",0
"2907","10.1111/j.1467-9868.2010.00744.x",2010,"Random-weight particle filtering of continuous time processes",0
"2908","10.1111/j.1467-9868.2010.00741.x",2010,"Explicit estimating equations for semiparametric generalized linear latent variable models",0
"2909","10.1111/j.1467-9868.2010.00740.x",2010,"Stability selection",0
"2910","10.1111/j.1467-9868.2010.00746.x",2010,"Discovering the false discovery rate",0
"2911","10.1111/j.1467-9868.2010.00745.x",2010,"Preface: `{R}etrospective read paper'",0
"2912","10.1111/j.1467-9868.2010.00739.x",2010,"On selection of spatial linear models for lattice data",0
"2913","10.1111/j.1467-9868.2010.00738.x",2010,"Sufficient dimension reduction for spatial point processes directed by {G}aussian random fields",0
"2914","10.1111/j.1467-9868.2009.00737.x",2010,"A self-normalized approach to confidence interval construction in time series",0
"2915","10.1111/j.1467-9868.2009.00736.x",2010,"Particle {M}arkov chain {M}onte {C}arlo methods",0
"2916","10.1111/j.1467-9868.2009.00722.x",2010,"Report of the editors---2009",0
"2917","10.1111/j.1467-9868.2009.00729.x",2010,"Criteria for surrogate end points based on causal distributions",0
"2918","10.1111/j.1467-9868.2009.00728.x",2010,"Signed directed acyclic graphs for causal inference",0
"2919","10.1111/j.1467-9868.2009.00727.x",2010,"Ordering and selecting components in multivariate or functional data linear prediction",0
"2920","10.1111/j.1467-9868.2009.00726.x",2010,"Combining probability forecasts",0
"2921","10.1111/j.1467-9868.2009.00725.x",2010,"Local composite quantile regression smoothing: an efficient and safe alternative to local polynomial regression",0
"2922","10.1111/j.1467-9868.2009.00724.x",2010,"Combining information from multiple surveys by using regression for efficient small domain estimation",0
"2923","10.1111/j.1467-9868.2009.00723.x",2010,"Sparse partial least squares regression for simultaneous dimension reduction and variable selection",0
"2924","10.1111/j.1467-9868.2009.00719.x",2009,"Controlling the familywise error rate with plug-in estimator for the proportion of true null hypotheses",0
"2925","10.1111/j.1467-9868.2009.00718.x",2009,"Sparse additive models",0
"2926","10.1111/j.1467-9868.2009.00717.x",2009,"Bayesian non-parametric inference for species variety with a two-parameter {P}oisson-{D}irichlet process prior",0
"2927","10.1111/j.1467-9868.2009.00716.x",2009,"A hierarchical eigenmodel for pooled covariance estimation",0
"2928","10.1111/j.1467-9868.2009.00712.x",2009,"Causal inference in outcome-dependent two-phase sampling designs",0
"2929","10.1111/j.1467-9868.2009.00713.x",2009,"Detecting changes in the mean of functional observations",0
"2930","10.1111/j.1467-9868.2009.00714.x",2009,"A {B}ayesian discovery procedure",0
"2931","10.1111/j.1467-9868.2009.00710.x",2009,"Adaptively varying-coefficient spatiotemporal models",0
"2932","10.1111/j.1467-9868.2009.00709.x",2009,"Bootstrapping frequency domain tests in multivariate time series with an application to comparing spectral densities",0
"2933","10.1111/j.1467-9868.2009.00711.x",2009,"Robust discrimination designs",0
"2934","10.1111/j.1467-9868.2009.00701.x",2009,"Tilting methods for assessing the influence of components in a classifier",0
"2935","10.1111/j.1467-9868.2009.00708.x",2009,"Hybrid {D}irichlet mixture models for functional data",0
"2936","10.1111/j.1467-9868.2009.00715.x",2009,"Semiparametric estimation and inference for distributional and general treatment effects",0
"2937","10.1111/j.1467-9868.2009.00707.x",2009,"Copula structure analysis",0
"2938","10.1111/j.1467-9868.2009.00703.x",2009,"A general dynamical statistical model with causal interpretation",2
"2939","10.1111/j.1467-9868.2009.00705.x",2009,"Deconvolution methods for non-parametric inference in two-level mixed models",0
"2940","10.1111/j.1467-9868.2008.00702.x",2009,"Two-step estimation for inhomogeneous spatial point processes",1
